Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type
Bird Paradise,Eiríkr L,"Although I’m not the biggest fan of birds, I had a great time viewing all sorts of birds and had the chance to get up close and personal with many of them. One of the main highlights for me were the penguins, which was worth it alone. The …",5,2 months ago,Attractions
Japanese Garden,Syed Hammad Haider,"The Chinese and Japanese Gardens are beautiful, peaceful, and worth a visit if you enjoy nature and don’t mind long walks. I went on a weekday afternoon—it was quite humid, and when it rained, there was no support service available. We …",3,a week ago,Attractions
Japanese Garden,Yellow Bear,A “Not Very Japanese”Japanese Garden…those who  come to visit here for some traditional Japanese Culture and Architecture will be disappointed. …,3,Edited 2 weeks ago,Attractions
Japanese Garden,Michella Lewis,Awesome place to explore! Free access and so many things to see. I recommend bringing an umbrella to hide from the heat tho as there’s a lot of open fields,5,a month ago,Attractions
Japanese Garden,J,"Nestled within Jurong Lake Gardens, the Japanese Garden is a hidden gem in the west of Singapore that offers a peaceful escape from the city’s hustle. Recently reopened after major rejuvenation works, the garden beautifully blends …",5,a month ago,Attractions
Japanese Garden,C,"Japanese Garden in Singapore is a beautifully designed, serene attraction located on an island within Jurong Lake Gardens. Opened in 1974 and inspired by traditional Muromachi and Azuchi-Momoyama Japanese landscaping styles, it features …",5,3 months ago,Attractions
Japanese Garden,Ling Ye,"A very nice stroll in the garden, large area to cover. Good for picnic but do clear your rubbish at nearest dustbin. Preferrable in the morning before 9am or evening after 5.30pm. Weather is very hot in June. Bring umbrella in case of …",5,2 months ago,Attractions
Japanese Garden,Olivia LZ,"The Japanese Garden in Singapore is a peaceful retreat from the busy city life.
With its traditional bridges, koi ponds, and carefully landscaped paths, it feels like stepping into another world. …",3,3 months ago,Attractions
Japanese Garden,Tiomay,"Really nice and quiet, especially if you want to enjoy the sunrise away from the bustling Singapore. It’s a nice ""getaway""",5,3 weeks ago,Attractions
Japanese Garden,Dresden Posęt,"Went here during the night (around 10.30pm). One may say that the supernatural is bound to haunt these lands, but being a brave adventurer, I went there at such late hours, and not only was it serene and calm, it was a nice escape from …",5,5 months ago,Attractions
Japanese Garden,Jez L,"Revamped space gives tranquility, spaces to indulge amidst greens, event venue and facilities are zen makes that give a comfort to visitors. Hope this will stay clean and usable even after popularity gains.",5,4 months ago,Attractions
Japanese Garden,Ab Kas,"Gorgeous gardens. Having been newly opened the upkeep is wonderful, with an excellent variety of view spots and nature. The Bonsai Garden area was a favourite. Easily accessible from Chinese Gardens MRT, plenty of well kept toilets and a lovely cafe to visit on entering our exiting.",5,6 months ago,Attractions
Japanese Garden,ルイス,very serene and pretty on a clear sky day. good space for dog walks and several vending machines around.,5,3 months ago,Attractions
Japanese Garden,Tay Kin How,"Singapore Japanese Garden is a serene escape with traditional design, tranquil ponds, and wildlife ,making it  ideal for a peaceful stroll.",5,Edited a month ago,Attractions
Japanese Garden,Ultra,Serene. Visiting during the evening time onwards is the best setting for its aesthetic. Lovely Place for couples and I'd rate this as one of the best place in the west. It's so quiet in here that you can mediate or do yoga here (zen). The …,5,8 months ago,Attractions
Japanese Garden,Mike November,Beautiful landscaped garden. You can see squirrels and many types of birds.,5,3 months ago,Attractions
Japanese Garden,vaibhav phapale,It is a very peaceful and happening place to see people full of nature. The Singapore government reserves all natural beauty with so much effort for their public.,5,6 months ago,Attractions
Japanese Garden,SB Lee,"The newly reopened Japanese Garden in Jurong Lake Gardens is a serene and beautifully designed space, perfect for a relaxing stroll or photography. The traditional Japanese elements and lush greenery create a calming atmosphere.",5,6 months ago,Attractions
Japanese Garden,Lahiru Ranagana,Very clam and beautiful place 🌴❤️ …,5,a week ago,Attractions
Japanese Garden,jeanelle,"lots of places to explore in Chinese garden ! the paths are built well, cycled around with no problem and rental bikes everywhere.",5,2 months ago,Attractions
Japanese Garden,Phey Yang,Visiting Jurong Lake Gardens for the first time! I'm very impressed with the water lilies as well as the terrarium display. Appreciate that the staff took time to explain the difference between night blooming lilies and day time blooming ones. Go in the morning to see both!,5,10 months ago,Attractions
Japanese Garden,Ranju Singh Sharma,It's a very nice place to visit with friends or family ...,5,3 months ago,Attractions
Japanese Garden,இந்துமதி,Very well maintained.  Bathroom facilities are good. Very nice place for a family picnic. Restaurant is available inside.,5,2 months ago,Attractions
Japanese Garden,Jalu Andura,Great place to chill and walk during evening.,5,5 months ago,Attractions
Japanese Garden,hozefa sodawala,"Can easily spent 2-3 hours across these gardens if you are visiting for the first time. Great place for kids, walk and fresh air. You have some good cafes in these gardens as well.",5,8 months ago,Attractions
Japanese Garden,Barbara Lina Lei,There's a little eating place like a cafe a very small one within Sunken Garden. The breathing gallery is a very small enclosed place but it's lovely.,5,11 months ago,Attractions
Japanese Garden,lontongstroong,"Beautiful and well-manicured garden, which is just out of a lengthy refurbishment. However, apart from the small tea house 'hut' in the middle of the park, I struggle to understand what is 'Japanese' about this garden. It feels more like an …",4,Edited 7 months ago,Attractions
Japanese Garden,Rolf Steiner,"Nice place, time to walk and relax",4,2 months ago,Attractions
Japanese Garden,Todd Wilkinson,"Ok for a visit but nothing exciting. The nearby Chinese Gardens are a lot better and more picturesque.
The Sunken Garden pictured is the only real highlight.",3,6 months ago,Attractions
Japanese Garden,Josh Tan,Lovely place to take a stroll. An umbrella and a jisulife fan will help you beat the hot and sunny Singapore,5,4 months ago,Attractions
Japanese Garden,Jia Yin Loo,"Great park to go with your loved ones, Eden cafe is also really good.",5,5 months ago,Attractions
Japanese Garden,Supamach Wichaisin,"Must come after 4-5pm isn’t very hot
The place very nice can slow walk and see natural",5,6 months ago,Attractions
Japanese Garden,Louis Cheok,Lovely water lilies of many varieties!,5,a month ago,Attractions
Japanese Garden,Han Lee,"Beautiful! Can walk this w Jurong lakeside garden and Chinese Garden.

Love the idyllic environment and some spaces are still developing. It really …",5,9 months ago,Attractions
Japanese Garden,Qian Fu,Looks nice. The view of plants covering the entire water surface is nice. A lot of dying plants though.,4,Edited 4 months ago,Attractions
Japanese Garden,Heidi Silvennoinen,Such a beautiful park! I went here for a run and stopped for about 30 minutes to take pictures of the beautiful flowers and scenery. The lilies were blooming in late February. …,5,6 years ago,Attractions
Japanese Garden,SK Ling,"Nice quiet place. With new make over, may need some time for plants to sit-in.",5,10 months ago,Attractions
Japanese Garden,Shauntae Peters,"Really nice park, but all the birds in cages kind of ruined it for me. That was heartbreaking to see. I hoped they get freed.",3,2 weeks ago,Attractions
Japanese Garden,Jose Davis Nidhin,A nice Japanese style garden with lots of flowing water for nice relaxing evening stroll.,5,4 months ago,Attractions
Japanese Garden,D W,"The landscape are excellent. But, all the leaf of the  trees are too small.We are at tropical country and it is too hot during daytime. Cannot enjoy under the hot sun. Planting trees with big leaf is to provide the shade to cover sun light. …",4,6 years ago,Attractions
Japanese Garden,Dominic Ho,The beauty of the garden is not as good as before. Easy to park. Clean toilets facilities. Will be good if the management can provide the named of the plants in the garden as it is a good on hand initiatives for the visitors.,4,4 months ago,Attractions
Japanese Garden,Joshua Tan,A lovely place for a morning walk or evening stroll,5,10 months ago,Attractions
Japanese Garden,Rachel Mae Almonte,Beautiful park for a peaceful nature stroll ☀️🍃 …,5,9 months ago,Attractions
Japanese Garden,Rahul Chawra,"An absolutely gorgeous place. This is connected to the Chinese garden on one side so it also feels like a single park. One end of the Japanese garden is being renovated (looks like they’re extending the area of the garden). But the place is open and it’s lovely. A perfect location to run, laze or do nothing at all.",5,6 years ago,Attractions
Japanese Garden,A-Cute Hunger,Otters taking a zen walk! Definite visit,5,5 months ago,Attractions
Japanese Garden,Mike Tang,Well managed so far. Could be enhanced to allow for elderly access via buggy (from Chinese Garden MRT) to the Eden Cafe or Canopy Cafe.,5,a month ago,Attractions
Japanese Garden,Dylan Ngo,That is good place to visit in the weekend.,5,6 months ago,Attractions
Japanese Garden,Chan Nyein Tun,They built new wetlands park. That’s really nice place.,5,6 months ago,Attractions
Japanese Garden,Anandh Goku,As the name says it's a garden... The Japanese represents some of the heritage and history of the Japanese people... The children playground is better... The bridge has few photo spots... Overall a good place to spend some time...,4,6 years ago,Attractions
Japanese Garden,Wai Lim,"Breathing gallery, calm, ac place after a walk. Never disappoint",5,6 days ago,Attractions
Japanese Garden,Sten (Piqued Wanderer),"The closure of this place is inevitable.

With less than 15days to its closure, it is time to grab your camera to take …",5,6 years ago,Attractions
Japanese Garden,Pritish Appadoo,Absolutely lovely place blessed with an impressive collection of water lilies! Leaves you with a feeling of inner peace 🙌 …,5,7 months ago,Attractions
Japanese Garden,Sim,"I absolutely loved this place. Beautiful buildings and a beautiful park, and seen some wildlife animals like turtles! loved it.",5,4 years ago,Attractions
Japanese Garden,Vinson Tan,just next to Chinese Garden by a white bridge --- is another source of free roaming wild birds and the river is filled with fish as well which is an ideal location for large bird (below photos shared for the records),4,Edited 7 years ago,Attractions
Japanese Garden,Jon liang,"5 star for npark, 5 star for gardens
1 star for the security walking around with umbrella.  Why? Becoz he shout (to be he is shouting as he dont greet) at vistor for no cycling in certain route. …",1,6 months ago,Attractions
Japanese Garden,Emma Eyre,It's really a delicate place to go if you have an idle weekend. We live not so far so we just walk there. It's a bit over decorated considering how small it is. But the Japanese elements do give the whole place a hue of silence and peace. …,4,6 years ago,Attractions
Japanese Garden,Chantel,"brought my dog here on a sunday afternoon, it was quiet and peaceful. the water lily garden was beautiful and my favourite. Lots of benches and washrooms along the way, all very clean. sat at the water lily pavilion admiring the view. great place to spend time in nature",5,9 months ago,Attractions
Japanese Garden,Walter Loo,"Easy access from MRT Station. Calm scenery. Toilets are clean and well maintained. Large shelters are available. Good for macro photography and lots of large birds, for those who are into this.",5,7 years ago,Attractions
Japanese Garden,rendy,"Nicely renovated, the toilet is very nice and clean! Atmosphere is good too, can feel the Japanese vibes",5,4 months ago,Attractions
Japanese Garden,Devi Vijayakumar,Amazing garden for a walk and to spend time with family,5,9 months ago,Attractions
Japanese Garden,Yi-Ting Wen,Nice park to take a stroll and catch some wildlife. Drinking fountains are also provided throughout the park.,5,7 years ago,Attractions
Singapore Oceanarium,Yaz Deen,Amazing place. Really worth an evening to take your time and browse through the exhibits. A bit too vast to go with young kiddos as they get tired quickly. You need at least 4 hours to explore the entire oceanarium. The open ocean was truly mind blowing! More interactive displays would make the experience more appealing to kids.,5,a week ago,Attractions
Singapore Oceanarium,subhashree panda,"I’ve been living in Singapore for the past four years, but this was my first time visiting the Singapore Oceanarium, and it was truly magical. Perhaps the universe was waiting for me, it  just reopened after renovations with some exciting …",5,a week ago,Attractions
Singapore Oceanarium,Mike Rbeck,"🦈 Singapore Oceanarium - A Must-Visit for Marine Lovers 🌊🐟
The Singapore Oceanarium is an absolute treat, especially for anyone fascinated by marine life. The shark displays are a major highlight, getting to see these …",5,2 weeks ago,Attractions
Singapore Oceanarium,Jeffrey Koh,A new world class attraction in Sentosa. It's beautifully constructed with a well plan layout with a big collection of marine exhibits. The Singapore Oceanarium is well design with detailed information of every exhibit. It's both …,5,2 weeks ago,Attractions
Singapore Oceanarium,Khachit R,"The entrance was greeted with Jelly fishes, very beautiful fishes and their cleanest and healthy environment, proper lab facility to take care of the aquatic animal. Must visit❤️ can be covered within 3-4 hours easily and can carry food inside.",5,3 weeks ago,Attractions
Singapore Oceanarium,KeoneEwe Yummy,"$50-$55 per entry, senior citizen has 10-20% discount.

The whole journey without much stopping takes around 2-3hrs. …",4,a week ago,Attractions
Singapore Oceanarium,Tom Chewing,Newly refurbished. Must visit if you are in Singapore. The issue I have with aquariums is that some of them house larger animals in tanks that are too small like the San Diego Seaworld. You can see from the pictures I posted that this is …,5,3 weeks ago,Attractions
Singapore Oceanarium,Lam Chu,"I first visited this aquarium when I was younger, and the massive tank left a lasting impression in my core memory, sparking my love for marine life and aquariums. It’s absolutely mesmerizing—a stunning place to explore. The ticket prices …",5,4 months ago,Attractions
Singapore Oceanarium,Khairy Farhan,It was pretty awesome. The crowd was a bit much but I did go a little past noon on a Saturday. But it was a really nice experience overall. I absolutely loves the part where my 3 year old got to handle a dried out shark's egg! She's never going to forget that. Thank you Singapore Oceanarium!,5,3 weeks ago,Attractions
Singapore Oceanarium,PhotoCoffee Warnbro - Café Mead,"Caught bus 123 from Orchard Road direct to Sentosa Island and then walked upstairs to the entrance of the Oceanarium…
We purchased an Adult Combo Ticket (for two) and save a few $’s - but still cost …",5,2 weeks ago,Attractions
Singapore Oceanarium,Vraj Gupta,"The S.E.A. Aquarium in Singapore is an underwater wonderland that makes you feel like you’re walking through the ocean itself. With over 100,000 marine animals from more than 1,000 species, it’s one of the largest and most impressive …",4,3 months ago,Attractions
Singapore Oceanarium,Jasmine Young,I’m a mermaid and beach bum at heart so I was super excited when I heard about the newly opened Oceanarium. The 360-degree view of the different types of Jellyfish were phenomenal! It’s such a great place to bring the young ones (& the …,5,3 weeks ago,Attractions
Singapore Oceanarium,Gabe Nurcahyo Wisudanto,"One of the best Aquariums in the world. As far as I can remember, back from the 90s, I have always visited this place everytime I'm in Singapore and always impressed at each visit. Top.",5,2 weeks ago,Attractions
Singapore Oceanarium,sudipta dutta,"Visiting the S.E.A. Aquarium at Resorts World Sentosa was like stepping into a living, breathing underwater world. With over 100,000 marine animals across 1,000 species, the scale and variety are truly breathtaking. One of the highlights is …",5,Edited 4 months ago,Attractions
Singapore Oceanarium,Yeo Teck Cheong,"I was truly amazed by the transformation of the Singapore Oceanarium, especially the mesmerizing jellyfish exhibits with their graceful, glowing movements. 🥰🪼🪼🪼 …",5,a month ago,Attractions
Singapore Oceanarium,Simson Lee,"Went it on my birthday with my girlfriend.

Absolutely stunning, breathtaking views and creatures. Especially the jelly fish …",5,5 months ago,Attractions
Singapore Oceanarium,Pavethira SN,World class and well maintained aquarium. Very informative and attractive for kids. The amphitheatre set up of the big wall of underwater creatures makes oneself awestruck. The underwater tunnel with sharks crossing above was mesmerising. …,5,3 months ago,Attractions
Singapore Oceanarium,Alfred Low,Better and bigger than the old SEA Aquarium. Many different jelly fish displays and hands on touch pool with live tame shrimps 🍤. …,5,2 weeks ago,Attractions
Singapore Oceanarium,Radovan Dacej,"Stunning. Plenty to see and learn, recommend to take your kids there.  We went on Monday in April before lunch, not crowded at all. Suggest to take your time. Wheelchair accessible. Not eating or drinking inside. Booked via booking.com and received e-tickets with barcode directly for the attraction.",5,4 months ago,Attractions
Singapore Oceanarium,Quỳnh Vân Phạm (Mây),"The aquarium is truly world-class; however, the creatures are so vibrant that when we passed by the large fish tank, we couldn’t help but exclaim “wow,” feeling as if we were deep under the blue ocean. If you bring a child along, they’ll …",5,3 months ago,Attractions
Singapore Oceanarium,Gary Looi CW,"I have a feeling the aquarium might be undergoing renovations, the entrance didn’t quite look like the real deal. Still, I spent about an hour and a half inside, and it was a pretty fun experience! I do wish it had been a little longer, …",4,3 months ago,Attractions
Singapore Oceanarium,Michael Joel Mawikere,"It is located on Sentosa island. The monorail can take you there. I recommend you to buy tickets in advance so you do not have to wait.   Not far from the entry, there is a photoshoot area. The sea creatures are beautiful. Visit at a few …",5,4 months ago,Attractions
Singapore Oceanarium,Justin Asiedu,"The Aquarium was out of this world. Breathtaking sights of the underwater world, and educative information outlined for each of the displays. I particularly loved the jellyfish and the ocean dome. I could probably sit and observe for an extended period. Worth the visit and would definitely visit again if I get the chance.",5,4 months ago,Attractions
Singapore Oceanarium,Clarence Santos,The newly opened oceanarium is amazing! Definitely a significant upgrade from the old aquarium. It takes about two hours to enjoy the whole exhibit. …,5,3 weeks ago,Attractions
Singapore Oceanarium,K K,A must visit. The beauty of these sea creatures is mesmerising. Especially the sharks and manta ray and stingray...ohh soo Sooo amazing to look at them . Well maintained. Loved it throughly. Even the store has such cute lovely toys. …,5,4 months ago,Attractions
Singapore Oceanarium,gemilang kurniawan Soejantono,"Great place for visiting with your family. The animals mostly come form Indonesia, buts i think its better than Jakarta Aquarium and sea world because so many various Animals. We ve got promotions with 60 singapore dollars for 2 adults with foreign. They have the great Laboratory too",5,5 months ago,Attractions
Singapore Oceanarium,Blueocean Ng,"Got some nice fishes. However don't find the place big at all. Average.
Aircon don't seemed cold.
Gentle music not loud enough for the sitting area viewing the big fish tank with …",2,5 months ago,Attractions
Singapore Oceanarium,Renea Volmari,"The oceanarium was ok, but expensive. Also they let too many people in at the same time so being able to look at the exhibits was difficult due to the amount of people. Its very big so loads of walking but air-conditioned.",3,2 weeks ago,Attractions
Singapore Oceanarium,Nikolas Setiadi,"Came here 2 years ago before renovations and just came back after renovations. Huge difference. Now the ticket price actually makes sense. Beautiful aquascapes, set pieces, giant tanks filled with varieties of oceanic species. Great place …",5,2 weeks ago,Attractions
Singapore Oceanarium,Мария,"it was awesome, beautiful experience, great pieces of art and a vast amount of new information to learn
I strongly recommend this place, before and after renovation it's still most …",5,2 weeks ago,Attractions
Singapore Oceanarium,ehsan bg,"Visiting the aquarium was an incredible experience. From the moment you walk in, you’re greeted with a mesmerizing display of marine life showcased in beautifully designed, immersive exhibits. The large panoramic tanks give you a glimpse …",5,4 months ago,Attractions
Singapore Oceanarium,Lee Nicholson,Absolutely amazing. Captivating. What a beautiful place to go. Not too expensive either and the exhibits are beautiful. Really pleased to see conservation and education is high on the agenda and this is important to me. Go enjoy a couple of hours or more there. You won't be disappointed,5,5 months ago,Attractions
Singapore Oceanarium,Asheesh Gupta,"Should you visit? Dead sure.

What for? To view a gigantic aquarium …",5,4 months ago,Attractions
Singapore Oceanarium,Dalton White,"A beautiful aquarium you can tell the animals are very well taken care of the dolphin exhibit was under construction the day we were there two days of the week they do close it for construction. Would definitely recommend coming here, …",5,5 months ago,Attractions
Singapore Oceanarium,Kien Tran (Kin),"This place is impressively maintained, The dolphin exhibit is absolutely stellar, and the enormous, circular glass centerpiece offers a view that’s truly mesmerizing. …",5,6 months ago,Attractions
Singapore Oceanarium,Jonathan Lau,It is an interesting place to spend an hour or two indoors and away from the outdoors in Singapore. …,5,4 months ago,Attractions
Singapore Oceanarium,Priyadharshini V,"Definitely a must visit, its air conditioned, neatly organized with signage.

When we went they had blocked a pathway and the staff made us go back without …",4,4 months ago,Attractions
Singapore Oceanarium,Michel -,It’s a nice aquarium but nothing that you did not see before. So it’s a good activity but not a must do in Singapore if your time is limited. Avoid weekends and holidays there were too much people.,4,4 months ago,Attractions
Singapore Oceanarium,Katrina Gray,"OMG I forgot how much I live aquariums! Or maybe this aquarium was just amazing, it's been a really long time since I've been to one.
I was just looking to kill an hour while waiting for something else, but I wish …",5,3 months ago,Attractions
Singapore Oceanarium,あゆめ,I would say it felt a little underwhelming because there were more tourists than fish. I was also quite disappointed in the maintainance of the fish health. I noticed that a few of the fishes seem to have cataract or at least some eye …,2,5 months ago,Attractions
Floral Fantasy,Desmond Tan,Very cute and much more worth it than floral dome. Less crowded too. Worth a visit. …,5,a month ago,Attractions
Floral Fantasy,Asheesh Gupta,"Its a must visit.
It is arguably more photogenic than the flower garden.
The installations are high quality and look great in pictures. …",5,4 months ago,Attractions
Floral Fantasy,Mystery Person,"I felt like it was pretty small for the admission price. Maybe 200 meters of path tops. If you don't stop, you could walk the whole thing in less than a minute. …",3,4 weeks ago,Attractions
Floral Fantasy,Lauren Burk,"The flowers inside were really cool and interesting, the Disney exhibition was on when we went so it was a good photo opportunity. Nice and cool inside. We went at opening and there was only maybe 5 other people inside. …",4,3 months ago,Attractions
Floral Fantasy,Jan Smith,"Absolutely exquisite!  You could smell the aroma of flowers before you even went in the door.  I got to see the Disney display, which is perfect because I live near Orlando Florida and love Disney.  It is amazing to see the intricate detail of what they can create using flowers and plants.  Well worth the cost of admission!",5,Edited 2 months ago,Attractions
Floral Fantasy,Damcho Tshering,"Had a great time at Floral Fantasy! The flowers and light installations were gorgeous, making the whole place feel like a fairytale. It’s super relaxing and perfect for taking beautiful photos. My family really enjoyed the immersive garden experience. Definitely worth a visit when in Singapore.",5,3 months ago,Attractions
Floral Fantasy,Go Green,"Theme: Disney Garden of Wonder
Period: 1/12/2024 ~ 30/6/2025
Gardens by the Bay presents the Disney Garden of Wonder at Floral Fantasy.  This …",4,3 months ago,Attractions
Floral Fantasy,Mila Nur Fitri,"It was a good experience to see this place. The spot is inside at gardens by the bay. I suggest you buy the ticket in advance and don't forget to check the schedule before you order the ticket, cause this place is sometimes close for …",5,3 months ago,Attractions
Floral Fantasy,Rebecca Maki,Very worth visiting this Flora Fantasy if you have kids / young girls. My girls were so happy to see Minnie and Mermaid. The price for local residents is very reasonable. You even get $5 vouchers for each person at the souvenir shop and a …,5,a month ago,Attractions
Floral Fantasy,Gerard Hendriks,🌸 Gardens by the Bay’s Floral Fantasy: A Whimsical Escape into Nature’s Imagination …,5,a month ago,Attractions
Floral Fantasy,Charismatic Doll_24 Dolly Queen,Love the theme at Floral Fantasy.Disney characters came alive at FF.And it was my Fav as well.It was less crowded compare to Cloud Forest(Jurassic World).Manage to take alot of photos.Prices for the tickets might seem abit steep for some as …,5,a week ago,Attractions
Floral Fantasy,Arielle Sevilla (Yel),It was okay not much to say. Also quite expensive for such a quick trip. I liked the photobooth at the gift shop. It was a great souvenir.,4,3 weeks ago,Attractions
Floral Fantasy,Carleen Bongay,"This place is truly enchanting, with its vibrant floral landscapes that feel like something out of a fairytale. Every corner is picture-perfect—definitely super Instagrammable! 😍 One of my favorite spots was the tranquil pond. The peaceful …",5,4 months ago,Attractions
Floral Fantasy,Jack Kelly,"Very impressive floral arrangements but honestly fairly expensive for a small area. It was still very unique and cool, but I'd consider if you really want to spend that much for it",4,5 months ago,Attractions
Floral Fantasy,Yesran,"🌺 Floral Fantasy — like walking through a fairytale
A dreamy indoor garden filled with flowers, nature, and beautifully designed spaces. …",5,2 months ago,Attractions
Floral Fantasy,Navaneeth Mukku,"Floral Fantasy is a beautiful place with lots of colorful flowers and creative displays. It feels like walking through a magical garden. The air smells fresh, and there are pretty photo spots everywhere. It’s not too big, so it’s easy to enjoy in a short visit.",5,a month ago,Attractions
Floral Fantasy,Robo Kitty,"It is a magical experience that is suitable for all ages. Upon arrival, my family seemed to be transported into a Disney world of fantasy. We were surrounded by our favourite characters namely Woody, Snow White, Toy Story, Mickey mouse and …",5,6 months ago,Attractions
Floral Fantasy,Devin Nanayakkara,"Great experience overall. I went on Christmas Eve. There was a slight wait to enter and a long queue to get tickets. However, I had a go city pass hence there was a separate queue for that which was shorter. I loved the Disney and Pixar …",5,6 months ago,Attractions
Floral Fantasy,Ms.S Al balooshi,"Loved the place ... most of the Disney characters, we've got to see them nice indoor flower garden.",5,a week ago,Attractions
Floral Fantasy,Purple Fall,"Regret for not reading reviews before the visit, it was a total disappointment and being ripped off. S$24 is definitely overpriced. The walk can be done in 15 mins, most of the displays are made from dried flower and some Disney characters …",1,2 months ago,Attractions
Rail Corridor (Bukit Timah),iamjess,"Excellent trail for hiking or walking, especially in the morning. Peaceful and filled with fresh air all around.",5,2 weeks ago,Attractions
Rail Corridor (Bukit Timah),Judy Chang,"Excellent section and very picturesque and has many points of interest. Toilets are super clean, has drinking fountain. Trees provide shade for the most part.",5,6 months ago,Attractions
Rail Corridor (Bukit Timah),Pui Cheng Lum,"Very very fun place to be in no matter to cycle, walk, jog, explore or even trying to understand a little history of this old railway track that is 24km end to end from Kranji to Tg Pagar. …",5,7 months ago,Attractions
Rail Corridor (Bukit Timah),Damcho Tshering,"The Rail Corridor at Bukit Timah is a peaceful escape that combines lush greenery with Singapore’s rich history. Strolling along the old railway tracks, you’ll be surrounded by nature’s beauty and the nostalgic charm of the iconic Bukit …",5,8 months ago,Attractions
Rail Corridor (Bukit Timah),lontongstroong,"Been traversing the route pretty often in my free time, although the starting point is always from the south (Buona Vista). It's generally a pleasant route for running, particularly in good weather. It's just a flat straight route all …",4,a year ago,Attractions
Rail Corridor (Bukit Timah),Godfrey DeSylva,"Excellent place to take a walk. Quite likely to see some monkeys and birds. The green cover is amazing. Best part is its right in the middle of Singapore and very easy to access eith from Hill view, Bukit Timah or Holland. You could do the …",5,a year ago,Attractions
Rail Corridor (Bukit Timah),Ming Hui,First time running along the rail corridor after hearing about it for so long. I must say that I'm totally amazed by how cool the trail is. It hides behind all the urban roads. Giving you a nice straight track all the way along the thick …,5,a year ago,Attractions
Rail Corridor (Bukit Timah),M L,"We often frequent this part of the rail corridor for its rustic jungle serenity and the many interesting point of interests. Near the Bukit timah jungle green, monitor lizards, monkeys, interesting butterflies and birds are often sighted …",5,a year ago,Attractions
Rail Corridor (Bukit Timah),Ruchir Srivastava,"It's a popular walking and biking trail,  especially after the recent renovation. There's some opportunity to take pictures of the old railway station, birds, and if you're lucky, monkeys. …",5,4 years ago,Attractions
Rail Corridor (Bukit Timah),Ricky Ho,Love the serenity along on trail. The total length just nice for an easy walk. Great for family walk together since the place are mostly flat.  You can see a fog ahead in the early mornings and beautiful sunrise/ sunset.,5,4 years ago,Attractions
Rail Corridor (Bukit Timah),Chew Ee Hin,"The rail runs mostly parallel with the main road, the noise of the traffic flow can be heard  when walking along the rail corridor. Otherwise, it would be  a nice trail for a long hike.",4,2 months ago,Attractions
Rail Corridor (Bukit Timah),1Academy Science Howard,"A good mixed of rustic, countryside feeling, with the convenience of modern day amenities within easy reach at intervals of every 1km to 2km. Excellent trail for bikers and hikers.",5,3 years ago,Attractions
Rail Corridor (Bukit Timah),Cathy Cath,nice for morning or evening walk. just be careful at night time and bring torch as there are wild animals roaming around at night,5,11 months ago,Attractions
Rail Corridor (Bukit Timah),Sean Ng,I feel the best time to drop by is late afternoon. Skies become really beautiful and the light falls really nicely on you. …,5,4 years ago,Attractions
Rail Corridor (Bukit Timah),YY,Fairly easy trail from Rail Mall to the southern part of Singapore - though it doesn’t have many exits within the track. This certainly is a plus to get away from the hustle and bustle in our daily routine 👍🏻 …,5,3 years ago,Attractions
Rail Corridor (Bukit Timah),현한수 (Hansoo Hyun),"It is good trail for cycling, walking on asphalt pavement was hard. Railway is refurbished for tracking. Straightway, flat and peaceful. Difficult to find access Green corridor.",3,4 years ago,Attractions
Rail Corridor (Bukit Timah),Waikong Chia,Great place to walk or cycle. It can be a bit busy in the morning and evening. There are no lights at night to keep the path natural for wild animals.,5,3 months ago,Attractions
Rail Corridor (Bukit Timah),LC Lee,"Love the flora, serenity and fresh air. The flora provides a good shady walk in the mornings. Can see a fog ahead on some mornings and beautiful sunrise.",5,5 years ago,Attractions
Rail Corridor (Bukit Timah),Divyanshu Mahajan,"It’s yet to be completed but it’s already an exciting path with some historic conservation, a lot of nature with heritage trees and ease of access. A large part of the trail is not accessible due to construction. The rail tracks, bridges …",5,4 years ago,Attractions
Rail Corridor (Bukit Timah),Bernie Chin,"Nice place for walk! The rail track is definitely instagrammable! But be prepared to have many other heads in the pic. It’s crowded most of the time. Other than that, nice nature walk with family or friends",5,3 years ago,Attractions
Rifle Range Nature Park,iamjess,"Explored this nature park and really enjoyed it! Lots of lush greenery and different walking routes to choose from. What’s cool is that it connects to the Rail Corridor all the way to Beauty World, so it’s great for longer walks or hikes. Perfect spot to get some fresh air and enjoy nature!",5,2 months ago,Attractions
Rifle Range Nature Park,D T (琳),"Very nice park with a combination of boardwalk and forest trail, and some uphill elevation gain to a viewing deck! We walked across the overhead bridge to the entrance of the park from Beauty world shopping centre hawker center level. On a …",5,4 months ago,Attractions
Rifle Range Nature Park,Tucunaré pavón,Serene. Pleasant. Little hike. Careful abit. Summit peak at the deck was the best view . Early morning or before sunset best to be there.mid  Dec to late Jan best where it's cooler and breezy to this hike. Overall a good experience.,5,3 months ago,Attractions
Rifle Range Nature Park,DaX Toh,Nice breezy treetop walk to see the granite quarry as well as the secondary forest. No cycling or scooting is allowed on the trail. Make sure you have good walking shoes on. Many encounters with squirrels and monkeys. Make sure you ain’t …,5,6 months ago,Attractions
Rifle Range Nature Park,mark Lim,Many trails to explore. Directly linked to beauty world food center. The longest trail will take about 2 hours from beauty world looping through the middle and left trails,5,4 months ago,Attractions
