,Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type,relevancy,
273,Singapore Discovery Centre,cedrych chen,Amazing galleries and tour guide Javier is very informative about the displays during the tour. Highly recommended to come and have him guide and give you insights about the place,5,3 weeks ago,Attractions,,
274,Singapore Discovery Centre,Sandya Diz,"The Singapore Discovery Centre is a great destination for both locals and tourists who want to learn more about Singapore’s history, culture, defense, and future in a creative and engaging way. …",5,a month ago,Attractions,,
275,Singapore Discovery Centre,Putra Mohamad Irfan,Javier was my tour guide throughout my time at SDA. He was very informative of the events that had occured in Singapore and ensured that he went through with detail so that we will understand the history of Singapore better,5,a week ago,Attractions,,
276,Singapore Discovery Centre,Hisyam Suhaimi,"Tour guide: Javier

The tour made me realise the importance of serving the Nation and doing our part …",5,3 weeks ago,Attractions,irrelevant,
277,Singapore Discovery Centre,Wina Huang,"Nice place to educate the children about Singapore history and about defense nowadays. There is a game where you can be commander, drive a tank, fly an apache or drive a ship. pretty cool! and there is a free bus tour around the cadet facility and you can see some tanks and helicopter.",5,a year ago,Attractions,,
278,Singapore Discovery Centre,Whiteney Kim,Interesting and exciting tour. All tours are free and the exhibitions were full of interactive activities. Learn a lot about the early times of singapore in the lens of time exhibition !! Highly recommended to visit this place :))) …,5,7 months ago,Attractions,,
279,Singapore Discovery Centre,Jeremy Ang,"I had an amazing time at the Singapore Discovery Centre! It’s honestly one of the most underrated attractions in Singapore. The exhibits are interactive, engaging, and incredibly informative — perfect for both kids and adults. I especially …",5,4 months ago,Attractions,,
280,Singapore Discovery Centre,Apana,I had a fun time here learning about the history of singapore and why we should not take the peace and sovereignty for granted. Jav is a good guide and recommend him.,5,a week ago,Attractions,,
281,Singapore Discovery Centre,Nas 17,My tour guide Javier has been an amazing guide who brought us and taught us alot of our history of singapore. I find the case about the cable car the most interesting and most intriguing,5,a week ago,Attractions,,
282,Singapore Discovery Centre,Alvin Ong,"Nice place for cheaper movies, good food and education trip. Placed was spruced up since my last visit few years ago. Bravo for the great works done! But what the army museum A/A/review for a few years still not ready? COVID?",5,a year ago,Attractions,,
283,Singapore Discovery Centre,Low Zhan Rong,Javier brought us through the upper and lower gallery and I was able to deepen my understanding of the history of Singapore as well as the importance of everyone to keep Singapore a safe and inclusive place.,5,a week ago,Attractions,,
284,Singapore Discovery Centre,zi xuan,It was such a fruitful and eye opening experience and yana was a very knowledgeable tour guide and made the tour fun and engaging. 100% recommend.,5,2 weeks ago,Attractions,,
285,Singapore Discovery Centre,Benjamin,Singapore Science Centre has so many great learning opportunities for my kiddo. The kids' play area was a big hit — my child played there for 4 hours! It’s a well-thought-out space with good safety measures in place. Highly recommended for families.,5,a month ago,Attractions,,
286,Singapore Discovery Centre,Adam,"Had a great time here at Singapore discovery centre led by tour guide Javier, who eloquently explained the not just the details of Singapore's history, but made it relevant to us today and why what we learnt matters.",5,a week ago,Attractions,,
287,Singapore Discovery Centre,declan tan,"The experience at SDC was eye opening and it allowed me to understand the past contributions of important people
Tour guide Javier was very helpful and knowledgeable.",5,a week ago,Attractions,,
288,Singapore Discovery Centre,Gawain Yeo-Koh,"I enjoyed the experience, especially the world war 2 segment. I enjoyed how the presenter, Mr Javier, presented the different segments. …",5,a week ago,Attractions,,
289,Singapore Discovery Centre,MOHAMMAD SHAIFULLAH,"The Singapore Discovery Centre is an interactive attraction that showcases Singapore's history, culture, and future. It features various exhibits, multimedia displays, and educational programs designed to engage visitors of all ages. …",5,10 months ago,Attractions,,
290,Singapore Discovery Centre,Anonymous,"I would highly recommend this 2 hour museum experience to anyone looking to learn more about our nation's history. The package came with snacks and a scenic view of a nearby lake, it was an overall pleasant experience. Though our guide Jerry did shout at us on occasion, she was very knowledgeable and entertaining.",5,4 months ago,Attractions,,
291,Singapore Discovery Centre,Xin Yue,"Had an amazing time at the Singapore Discovery Centre! It’s honestly one of the most underrated attractions in Singapore. The exhibits are interactive, engaging, and incredibly informative — perfect for both kids and adults. I especially …",5,2 months ago,Attractions,,
292,Singapore Discovery Centre,crimxon plague,Tour guide Keith has taught us memorable lessons of the importance to why we serve NS and how we as singaporeans have come from our humbling beginnings.,5,a week ago,Attractions,,
293,Singapore Discovery Centre,Song Ong,This place don't receive enough coverage! The immersive experience is comparable to those arty van gogh ones. Well altho the subject at the SDC is somber. The entrance tunnel with the tall ceiling and huge animated projection is really …,5,a year ago,Attractions,,
294,Singapore Discovery Centre,BensonPlayz,The experience was informative. The tour guide Jerrica was very passionate when giving her speeches. We went as a compulsory trip from the SAF BMT.,4,6 months ago,Attractions,,
295,Singapore Discovery Centre,Ivan Loh,"Maybe it was just wrong timing, but our visit to the SDC was quite underwhelming. It seemed like the place needed a refresh, and there just wasn't much to see or experience. The place was pretty empty and only filled up at the area outside …",3,2 years ago,Attractions,,
296,Singapore Discovery Centre,Ting Shumeii,"Friendly staff and comfortable place to visit. Quite interactive, fun to play and gain knowledge too! Not very crowded even on the weekends",5,7 months ago,Attractions,,
297,Singapore Discovery Centre,i wear obs shirt,"Javier was a great tour guide, very informative and the key message i have learnt throughout this tour is that our freedom as singaporeans was never free",4,a week ago,Attractions,,
298,Singapore Discovery Centre,Jarrett Chew (Jialat),SDC was a fun and interactive place that taught me alot about Singapore's history and how we progressed as a country. My tour guide Yana was really enthusiastic and informative!,5,2 weeks ago,Attractions,,
299,Singapore Discovery Centre,Yu Xiang Ong,The tour guide was Yana. She tour us around the past times of Singapore and it will really interesting. It showed me and let me know the importance of defending Singapore.,5,2 weeks ago,Attractions,,
300,Singapore Discovery Centre,Arul Sanjay Krishna,"The tour guide was knowledgeable and conveyed the information clearly. Overall, the experience was both fruitful and refreshing.",5,2 weeks ago,Attractions,,
301,Singapore Discovery Centre,SUHAWAS,"A great place to learn about Singapore's history through various themes and timelines. However, the 4D experience was too short and could be extended for a more immersive experience.",4,11 months ago,Attractions,,
302,Singapore Discovery Centre,Kai En Goh,Javier was an engaging and articulate guide. I learnt more about the history of Singapore and why it is important to defend her.,5,a week ago,Attractions,,
303,Singapore Discovery Centre,John Paule Dela Cruz,"yana was very knowledgeable and an uplifting tour guide! the museum did a very good job at showing singapore’s past thru pictures, descriptions and sculptures!",5,2 weeks ago,Attractions,,
304,Singapore Discovery Centre,Raymond Tay,The centre educates and reminds our young locals on our tough period as well as informing tourists on our resilience and strength in building a nation. …,5,a month ago,Attractions,,
305,Singapore Discovery Centre,Lim Jia Le,The tour was informative and interesting especially with our tour guide Yana making it more interesting with her positive and upbeat energy,5,2 weeks ago,Attractions,,
306,Singapore Discovery Centre,Ye Bhone Shin,"I was guided by tour guide Javier and I learnt much more in depth about the history of Singapore, and why National Service is so important",5,a week ago,Attractions,,
307,Singapore Discovery Centre,Melwyn Jacob,"Javier our guide shared many interesting insights and facts that was very easy to understand and the place have so
Many different attractions for learning entertainment etc",5,a week ago,Attractions,,
308,Singapore Discovery Centre,Keeve Ong,"Tour guide: Yana
The tour was extremely interesting as i get to relive what life was like in singapore before urbanisation. The guide was very helpful and patient with explaining parts of the tour.",5,2 weeks ago,Attractions,irrelevant,
309,Singapore Discovery Centre,James Ng,Javir was very engaging when walking us down on the history of Singapore and the necessity of National service. I will now serve with a greater purpose thanks to him.,5,a week ago,Attractions,,
310,Singapore Discovery Centre,Exiagaming,Yana was a very nice and fun tour guide. The tour itself was very informative showcasing Singapore's history.,5,2 weeks ago,Attractions,,
311,Singapore Discovery Centre,lincy niju,"It was truly a pleasure visiting the Discovery Centre. My children thoroughly enjoyed the experience, especially the interactive exhibits and play areas — it was both fun and educational for them. However, the only disappointing part of our …",5,a month ago,Attractions,,
312,Singapore Discovery Centre,Nizar Ahamed,Wonderful place to know & to teach to kids about the history of Singapore. Halal certified Restaurant is awesome. A bit pricey but the food was delicious with nice ambiance.,4,8 months ago,Attractions,,
313,Singapore Discovery Centre,Not Your student,The tour was informative and now i have a better understanding of Singapore history. Yana guided us through the tour and she was good,5,2 weeks ago,Attractions,,
314,Singapore Discovery Centre,kai jie,Javier was very meticulous at showing us around the gallery. I learnt more about the history of Singapore especially about the Macdonald House Bombing and the Cable Car Tragedy,4,a week ago,Attractions,,
315,Singapore Discovery Centre,Paul Lu,Javier tour guide taught me so much about the importance historical events that led to the security and peace in Singapore,5,a week ago,Attractions,,
316,Singapore Discovery Centre,Chen Sisong,"Javier was energetic and engaging. Exhibitions well constructed, shorts films are interesting. Overall good learning experience",5,a month ago,Attractions,,
317,Singapore Discovery Centre,Vinay Srinivasan,Javier was an excellent guide as he was informative and highly engaging. It was a great experience as I learned more about our history and the value of NS in defending Singapore.,5,3 weeks ago,Attractions,,
318,Singapore Discovery Centre,Ryan Tan,i learnt alot about singapores history and it was very interactive the videos were well made. My Tour Guide was Javier,5,a week ago,Attractions,,
319,Singapore Discovery Centre,Lance Tay,"Keith was an amazing guide during the tour, providing us with wonderful insights into the history of Singapore.",5,a week ago,Attractions,,
320,Singapore Discovery Centre,Kenneth Wong,"Had an immersive experience at SDC after coming back after 7 years, with the lovely guide Dayana to help bring us around through the exhibition with smiles and enthusiasm for our BMT NS visit 😁 …",5,2 weeks ago,Attractions,,
321,Singapore Discovery Centre,Bray Good,I learnt about many things through the tour by our guide Javier . We learnt about the importance of national defence and teamwork,4,a week ago,Attractions,,
322,Singapore Discovery Centre,Aqil Naufal,javier was a knowledgable and amazing guide who went through each attraction and edplained in great detail to help us better visualize what singapore was like.,5,a week ago,Attractions,,
323,Singapore Discovery Centre,Shukry Halim,Here for my learning journey. Really had a very indepth knowledge on Singapore’s history. This could not be done with the guidance from Mr Keith. #WansuayCougar,5,a week ago,Attractions,,
324,Singapore Discovery Centre,Keane Lye,Javier was very informative and spoke well about all the exhibits. I learned a lot about Singapore’s past and it helped me understand better how important NS is and how relevant it is to the survival of SG.,5,3 weeks ago,Attractions,,
325,Singapore Discovery Centre,aryan qusyairi,"Was guided by Tour Guide Javier, and I learned a lot about the history of my country, and the importance of safeguarding our country.",5,a week ago,Attractions,,
326,Singapore Discovery Centre,Raymond Kiu,Visited this place with friends. It was impressive as how well the centre was designed to provide history of Singapore as well as environmental/political awareness to the nationals/visitors. The interactive sessions were very helpful and fun. Spacious for the kids to run around. Will visit again in future.,5,a year ago,Attractions,,
327,Singapore Discovery Centre,Jie Lau,tour guide javier is a very good instructor. One key point i learn today is about singapore history,5,a week ago,Attractions,,
328,Singapore Discovery Centre,Qinli,"I really enjoyed the tour, keith was a fantastic guide and he was very knowledgeable about the tour stuff and kept stuff short and sweet👍👍👍👍👍👍👍👍 …",5,a week ago,Attractions,,
329,Singapore Discovery Centre,Shaun Yap,Keith was an informative and great guy. Learnt new things while here thanks to him. Let’s go!,5,a week ago,Attractions,,
330,Singapore Discovery Centre,What?,"Tour Guide: Javier
Clearly a passionate man, reminded us of the importance of serving and why we serve.",5,a week ago,Attractions,irrelevant,
331,Singapore Discovery Centre,Md Rifqy,"tour guide keith was an amazing tour guide , the touching history of our forefathers and the sufferings they had to go through really touched my heart. He explained each section well and i was veryempowered with his knowledge",5,a month ago,Attractions,,
332,Singapore Discovery Centre,33 Tan Ze Qi,We as Wolf Company were on a tour led by Ms Jerry which went smoothly,5,5 months ago,Attractions,,
333,Singapore Discovery Centre,Choo HengHeng,"Very educational and the activities catered for the young and old . Visited here again . This time, we tried the laser tag and the XD Theatre and watched a short movie on SQ117 . All were fun . The staff are kind and always make our visit a memorable one .",5,Edited a year ago,Attractions,,
334,Gardens by the Bay,Apurba Rajib Malaker,Simply superb! A must must must to keep in your things to do/see in Singapore list. Very well decorated and well maintained area with lots of greenery. You can have a relaxing walk and in the evening there is light and sound show which is spectacular.,5,2 months ago,Attractions,,
335,Gardens by the Bay,Znar Barwary-Gorzlancyk,"It is absolutely incredible! The gardens themselves are stunning, with beautiful landscapes, exotic plants, and breathtaking views. But don’t stop there — if you get the chance, definitely purchase tickets to explore the other attractions …",5,3 months ago,Attractions,,
336,Gardens by the Bay,Tiffany Tan,"From Camelot to Dinosaurs: A Day at the Domes!
Wandered through the Flower Dome’s Rose Romance—a medieval fantasy bursting with over 15,000 roses inspired by King Arthur and Camelot scenes. Then stepped into the Cloud Forest for a Jurassic Park–style thrill amid misty prehistoric greenery. 🌹🦖 …",5,a month ago,Attractions,irrelevant,
337,Gardens by the Bay,Anthony K,"We had a fantastic time at Gardens by the Bay! Even as locals, we still find it a magical and refreshing place to visit. The air-conditioned domes make for a super comfortable experience, and the variety of beautiful flowers and greenery …",5,4 months ago,Attractions,,
338,Gardens by the Bay,Karthik Bhat,"Absolutely stunning! The Supertree Grove is free and looks incredible both day and night. Just expect big crowds during the evening light show, especially on weekends. The OCBC Skyway is a great add-on for views of the vertical gardens and …",5,2 weeks ago,Attractions,,
339,Gardens by the Bay,Marek Piotr Wójcicki,I love this place. I fell in love with it during my first visit to Singapore in 2013. A perfect example of a combination of rails and modernity. I love walking along the alleys here. Every step will surprise you. Beautiful greenery and …,5,5 months ago,Attractions,,
340,Gardens by the Bay,Krisnen Murday,"Definitely one of the most iconic places to visit. There's so much to see and lots of walking...that you can easily spend half a day there. On top of the cloud forest, flower dome and orchids gallery, there's also lots of places for you to enjoy a good meal.",5,4 months ago,Attractions,,
341,Gardens by the Bay,Bcpb03,Gardens by the bay is a huge place where wonder blooms. I went to Flower Dome and Cloud Forest. Both place were wonderful and Flower Dome is place you can watch flowers from around the world and recently there’s an exhibition about …,5,a month ago,Attractions,,
342,Gardens by the Bay,Eddie B.,Nice place to take a stroll (when its not too hot or humid).  Can easily spend a full day here to visit the various places. Went to cloud forest and flower dome,5,2 weeks ago,Attractions,,
343,Gardens by the Bay,Shahrukh,"A walk through Gardens by the Bay feels like stepping into a futuristic dream. Towering Supertrees stretch toward the sky, glowing with lights as dusk falls, while the air is filled with the scent of flowers from every corner of the world. …",4,4 months ago,Attractions,,
344,Gardens by the Bay,SULIMAN ALSUNANY,"Gardens by the Bay is a beautiful place full of plants, flowers, and cool trees that light up at night. The Cloud Forest has a big indoor waterfall, and the Flower Dome shows flowers from around the world. It’s a fun and peaceful place to walk around and take photos.",5,2 months ago,Attractions,,
345,Snow City Singapore,Peter Yeo,Snow city is a tiny store that “replicates” the feeling of being in a place with snow. Temperature inside is a balmy -4°C. The price of the ticket includes shoes and winter jacket. You’ll have to rent pants and gloves if you didn’t pack …,3,Edited 3 months ago,Attractions,,
346,Snow City Singapore,Isaac Sam,"Snow City Singapore is a decent attempt at bringing winter to the tropics, but it falls short in terms of attractions and overall experience. The facility is quite small, and there isn’t much to do beyond sliding down the snow slope a few …",3,6 months ago,Attractions,,
347,Snow City Singapore,Charles Mercier,"Disappointing Experience with Ridiculous Photography Policy

While the design and activities at Snow City are enjoyable, the no personal …",2,7 months ago,Attractions,,
348,Snow City Singapore,Fatin Syafeqah,Had a great birthday celebration for my daughter last saturday. We enjoyed our time there. If you’re not too fond of the cold please be prepared to wear extra clothing/ear muffs for yourself. Great for kids & adults to experience the cold & …,5,a week ago,Attractions,,
349,Snow City Singapore,Jubbies,"Came on a weekday during the Jun school holidays. Place was not crowded which is good, paid for 2 hours but utilized around 1.5hrs give or take. Place was decent, the slides were simple but fun for the kids. Would have preferred the place …",4,2 months ago,Attractions,,
350,Snow City Singapore,The Genesis Family,"Snow City offers a unique and refreshing escape from Singapore's heat with real snow and sub-zero temperatures. Enjoy thrilling rides like the Glacier Luge, play in the Snow Village, and marvel at intricate ice sculptures in the Ice Hotel …",5,4 months ago,Attractions,,
351,Snow City Singapore,Olivia Yong,More fun than expected. Only negative is the pricing of the photos and additional rental of pants and gloves. Photos at a ridiculously price of $88-100 for 2 types of packages. I think business will improve if they have more reasonable pricing like an option to purchase a single photo etc. Should have brought my phone in instead.,4,2 months ago,Attractions,,
352,Snow City Singapore,Xiuyun Lim,"No phones allowed in the venue, all photos taken by photographer (which you have to purchase at $88 for all soft copies) appeared blur and convenient. We were told there were 45 photos but upon closer look, there were only 15 photos taken …",2,9 months ago,Attractions,,
353,Snow City Singapore,Qistina Arman,"Ridiculous photography policy. We couldn't even take photos of our own for keepsake. $88 for 2 pictures and digital copies???? Was told that since we did not have a lot of pictures taken by their photographer (about 42, of which MANY WERE …",1,a week ago,Attractions,,
354,Snow City Singapore,Tommy “Ommeh” Hua,Cool but hard for the kids as some of the rides are height limited. Was fun for like 10-15min and you pretty much call it due to the cold. Make sure you have gloves!,4,3 weeks ago,Attractions,,
355,Snow City Singapore,Chez Parms,We feel sorry coz we went there around 6 pm already coz we don't know that it will be closing time already. So better guys check in advance before you plan to go there if what is the opening hours so that nothing to waste. But we have our tickets already so we will go back there earlier to enjoy..,5,7 months ago,Attractions,,
356,Snow City Singapore,Ars 3276,"Super awesome snow experience for both my kids.
Where else in Sg can u find a Snowy place to have fun.
On an extremely hot day, this is a perfect 'Getaway' for us. …",5,2 years ago,Attractions,,
357,Snow City Singapore,Rod F,"Small area but still a fun and unique experience for the kids. They enjoyed the snow and the cold environment. However, it's disappointing that personal phones are not allowed for photos due to “safety reasons,” which feels a bit …",1,4 months ago,Attractions,,
358,Snow City Singapore,XiNERGY LiN,"The place is a little old, and definitely cold, so visitors are encouraged to bring along additional clothings on to of the jacket provided. If you intend to play the slides, your pants will get wet, unless you want to rent the waterproof trousers from the venue. 1 hour is good enough to enjoy the venue as it is actually not that big.",4,2 years ago,Attractions,,
359,Snow City Singapore,SiHao Chong,It was okay. When at 10am when it just open. The ice sculpture were semi melting. There's only 1 slide for adult. Suggest to wear gloves to prevent hands from hurting when touching the snow. The bumper car area was quite small. …,3,2 years ago,Attractions,,
360,Snow City Singapore,Dex Goh,"Took public transport and it was confusing because Jurong mrt is undergoing heavy construction, so abit of exploration is needed to find the connecting bus station. …",3,3 weeks ago,Attractions,,
361,Snow City Singapore,Jackie Mellor,"It was great to have a break from the heat and humidity, but the website is incredibly outdated and misleading. Most of the listed attractions aren't there. There is no ice bar as the site states, no photography allowed, but they do have …",2,Edited 4 months ago,Attractions,,
362,Snow City Singapore,Senthil Kumar,"Total scam!!

Nothing worth for the money. Photography is not allowed because they want to …",1,7 months ago,Attractions,,
363,Snow City Singapore,Edwin Khong,Colder than expected. Wear warm clothes and cover ears and nose if not comfortable on cold environment. Not crowded when I went. Slides were fun!,3,a month ago,Attractions,,
364,Snow City Singapore,Haziqah,this review is specifically intended to the Snow City SHOOTING arena bc had a very bad experience with it. booked 10am slot tickets to play the activity but the staff herself said that the man in charge of the shooting arena always comes …,1,2 months ago,Attractions,,
365,Snow City Singapore,M Taufiq B A Halim (Bila Babi Terbang),"A little disappointing. Place is too small, room with some ice sculptures, then a hall where the big slide is and bumber car on the 2nd floor of the hall. Thats it. Thats how small/big the place is. Also the bumper car staff was nowhere to …",4,a month ago,Attractions,,
366,Snow City Singapore,Cassandra Lee,It had been more than 10 years since I last visited the snow city. The place always leaves me with a deep impression knowing that I'll come back one day to enjoy the artistic cravings and icy cold hideout. I did it today and the experiences …,5,2 years ago,Attractions,,
367,Snow City Singapore,Ankur Kandoi,"its not worth  visiting  even if someone gives you free tickets for it..

1) no photography is allowed inside because they want u to buy photos clicked by …",1,7 months ago,Attractions,,
368,Snow City Singapore,siti nurfitriah,"on 25jul i brought my bf here as he have never been there before… at first the staff was friendly but at 1605hrs during the bump car, the indian male staff who is deployed there was so unfriendly and rude just because we overlooked the sign …",1,a month ago,Attractions,,
369,Snow City Singapore,Gary Ng,"Recommend you to book and confirm your tickets and slots before heading down, witnessed some family got rejected to enter the premises today. …",3,3 years ago,Attractions,,
370,Snow City Singapore,yu xi,"highly recommend bringing some headwear/mask that can cover your ears and nose as it’s very cold inside. also wear thicker pants as when sliding, high chance you will be sitting on ice while sliding down since the hole of float is very big …",3,2 years ago,Attractions,,
371,Snow City Singapore,吴思颖,Nostalgic can get pretty cold more time on the slides it would be helpful for more staff manning the slides to help with the queuing,5,7 months ago,Attractions,,
372,Snow City Singapore,Elyasa' Sidek,"Bought tickets online with a 2 hour ""time slot"" but no crowd management inside. No indication of which slot you're in. Might as well buy 1 hour tickets cos no one checks, and everyone is allowed to enter. Staff don't really care besides you …",1,3 months ago,Attractions,,
373,Snow City Singapore,Malou Razo,"staff are friendly but i dont think will go back there.if you wish to try to visit,do not rely on their suit,you must bring your own sweater,bonnet,scarf and winter socks and pants!also make sure you have inner pants before you wear winter …",2,4 months ago,Attractions,,
374,Snow City Singapore,Lina Loh,horrible queue management. booked tickets online but still have to queue for more than 40 minutes to get the physical ticket. Then what was the point of booking and paying online prior to the visit. when i first arrived i asked one of the …,1,8 months ago,Attractions,,
375,Gardens by the Bay,Salim Alattas,"One of the most beautiful gardens I’ve ever visited! 🌿✨
A truly wonderful place worth visiting and enjoying the charming atmosphere. The garden features several attractions suitable for everyone. At night, the light …",5,2 weeks ago,Attractions,,
376,Gardens by the Bay,Peter Grambs,"Truly, a world class experience. Family and I spent about half a day touring the gardens. So beautiful. The displays of various plants from around the world were very well done and expertly curated. From desert plants to rainforest, they …",5,4 weeks ago,Attractions,,
377,Gardens by the Bay,M Solaiman Sarwar,Lots of walking and i would really recommend staying till night whereby they have a light/music show. The whole area lights up in different music themes (musical themes differ during different days of the week). Weekends are normally …,5,Edited 2 weeks ago,Attractions,,
378,Gardens by the Bay,Danny,"A must visit in the evening, fully worth it. Could be rather crowded, but that's expected with a park like this. It's located behind the Bay Hotel, it's easy and recommend to combine by walking from the bay area, into the hotel into the …",5,2 weeks ago,Attractions,,
379,Gardens by the Bay,Anna Akmet,"A must-visit in Singapore! 🌸 The gardens are stunning, beautifully maintained, and full of unique plants and flowers. The Cloud Forest and Flower Dome are breathtaking, and the Supertree light show at night is magical. Perfect for families, couples, or anyone who loves nature! …",5,a week ago,Attractions,,
380,Gardens by the Bay,ChuLuxe Explorer,Gardens by the Bay is truly a beautiful place. I visited on the same day they had a light show and it was absolutely magical. The atmosphere was exciting and peaceful at the same time. You can really feel how thoughtfully the whole space is …,5,a month ago,Attractions,,
381,Gardens by the Bay,AKash Yadav,"Gardens by the Bay is one of Singapore’s most beautiful and family-friendly attractions. It’s the kind of place where you can spend a few relaxing hours with your kids, enjoying nature, art, and architecture all in one spot. The gardens are …",4,2 months ago,Attractions,,
382,Gardens by the Bay,charmaine Smith,"This was an extremely well thought out, family friendly and delightful attraction. It was so much fun to see how tickled the families and kids were as they went through the Jurassic exhibit. The orchids and the plants and the special …",5,Edited a month ago,Attractions,,
383,Gardens by the Bay,Vanessa Searle,"We loved Gardens by the Bay. We took the lift to the observation deck for a 360° view. A walk around the lake enjoying the green space and shade as it was a very hot day. The cloud dome and flower dome were incredible, and the dinosaurs …",5,3 weeks ago,Attractions,,
384,Gardens by the Bay,Thuý Phương,"I was so impressed by Gardens by the Bay. The Supertree Grove is stunning – it already looks amazing during the day, but at night the Garden Rhapsody light and music show makes it even more magical. The Flower Dome is cool and filled with …",5,a month ago,Attractions,,
385,Gardens by the Bay,Jessica Davis,"What an incredible experience there is so much to see and do here. We took to audio tour before entering the park, which was a great way to explore the park before heading into the enclosures/domes. …",5,2 months ago,Attractions,,
386,Gardens by the Bay,Jessica,"Really wonderful place! Even if you don’t pay to go into the domes and special exhibitions, it’s well worth a trip!! However I really recommend both the flower and cloud domes. We spent around 3-4 hours there, but would have stayed longer had it not been so humid and hot!",5,a month ago,Attractions,,
387,Gardens by the Bay,Shahab AB,"Gardens by the Bay is a must-see in Singapore! We really enjoyed our time there, you could easily spend a whole day exploring it all. The glasshouses are the highlight; both the Cloud Forest and Flower Dome are amazing, with a great mix of …",5,a month ago,Attractions,,
388,Gardens by the Bay,Nikhil KH,"Gardens by the Bay in Singapore is an absolutely breathtaking tourist attraction that truly lives up to its hype. Prepare to be amazed by the sheer scale of this place; it's incredibly huge and widely spread, a veritable green oasis in the …",5,Edited 2 months ago,Attractions,,
389,Gardens by the Bay,Rebecca Maki,"My previous visit was 7 years ago. And my 5yo daughter's homework is to draw Garden by the Bay, I felt guilty that she had never been there before when all her classmates drew so well because they have been there before. So I decided to …",5,a month ago,Attractions,,
390,Gardens by the Bay,Ra Jiv,"Gardens by the Bay is a beautiful and massive place — definitely a walk-heavy experience, so if you’re looking to burn some calories while enjoying nature, this is the perfect spot! The area is filled with lush greenery, showcasing a wide …",4,a month ago,Attractions,,
391,Gardens by the Bay,Marlene Barnes,"It's extremely crowded during the weekends! Maybe it's best to visit during weekdays. Luckily we didn't purchase a ticket to visit the grove/ bridge and were saved from the long waiting queues, we were just wandering around the place. While the property is well maintained by the authority.",3,a month ago,Attractions,,
392,Gardens by the Bay,Lorien Byrne,"Do Flower Dome first. Cloud Forest (Jurassic Park) was amazing. Flower Dome was underwhelming after Cloud Forest so rather do Flower Dome first. It was great too. If you want to leave and come back in, you need a re-entry pass. We managed …",5,a month ago,Attractions,,
393,Gardens by the Bay,Deborah Newton,Simply wow.  Must see in the day and the night. Electric shoe in the evening was busy but well worth the wait in the hot temperatures. In the day all of this attraction is immense. Every corner you turn is just amazing.  The Dings are just …,5,2 months ago,Attractions,,
394,Gardens by the Bay,Michaela Kmeťová,Beautiful gardens with free public access – only the conservatories (Flower Dome and Cloud Forest) and the Observatory require an entry fee. I recommend buying tickets online. It’s worth visiting the gardens both during the day and in the evening for the light show – it’s an incredible experience.,5,2 months ago,Attractions,,
395,Gardens by the Bay,Nazer Ansari,"Stunning place to go visit even after most of the attractions are closing. Sadly, we arrived just after 8:30 when it is last admissions but we still got to walk around and see a Lilo & Stitch themed tree light show! …",5,3 months ago,Attractions,,
396,Gardens by the Bay,Rajesh Kariya,One of the most exhausting but exciting adventures. We bought a 3 attraction pass that we broke down during the entire day. Get your walking shoes on and pack some patience because the place is jam packed. …,5,a month ago,Attractions,,
397,Gardens by the Bay,Wittapon Jawjit,"Although totally man-made attraction, but well thought through and amazing creation. This is an example that resembles the fact that necessity is a mother of invention. …",5,a month ago,Attractions,,
398,Gardens by the Bay,我不知道取什麼名字,"Very impressive view! Gardens by the Bay is a stunning mix of nature and modern design. The Flower Dome features bright seasonal displays, and the Cloud Forest provides a cool, misty setting with a beautiful indoor waterfall. Both …",5,a month ago,Attractions,,
399,Gardens by the Bay,Michael Muljana,Sights with plenty of beauty. Air conditioned spaces to escape the heat are available. Cloud forest this afternoon felt like one large slowly moving line. Minimal thrill level unless you are a botanist or horticulturist,3,a month ago,Attractions,,
400,Gardens by the Bay,Jo Lee,"Highly recommend to allocate at least half a day here!

Why Gardens by the Bay is a MUST-VISIT: …",5,Edited 2 months ago,Attractions,,
401,Gardens by the Bay,Jitendra Sagare,Beautiful place to visit and enjoy full day with outdoor and indoor fun. One can enjoy various eateries at the restaurants those are Michelin star rated. The indoor theme parks will make one happy with different themes that one can check online. It's must visit venue in Singapore.,5,a month ago,Attractions,,
402,Gardens by the Bay,Simon Dimascio,Try to go so you see the gardens in the late afternoon or early evening so you can see the change. They are bigger than you think so give yourself a few hours. The inside attractions are interesting and keep you cool. Walking outside can become very hot. Great experience,5,3 months ago,Attractions,,
403,Gardens by the Bay,Vipin Nair,It’s a nice place to roam around spend some quality time. Unique concept and very well executed. Unfortunately we went on a Saturday and it was very crowded and hot+humid. Since we went in the afternoon the heat was unbearable. We did not …,5,a month ago,Attractions,,
404,Gardens by the Bay,Annalena,"Gardens by the Bay is an incredible place that perfectly blends nature, art, and futuristic design. I spent several hours just walking around and taking it all in. The Supertree Grove is absolutely breathtaking—especially at night when the …",5,4 weeks ago,Attractions,,
405,Gardens by the Bay,Maciek Goralski,"Excellent place,to just go and walk around and enjoy. Tons of amazing trees and other plants, water everywhere, rocks, bridges, all perfectly balanced. And that fossilized wood - how did they even obtained this much? Perfect place for the …",5,2 months ago,Attractions,,
